250	0.01
252	0.01
254	0.01
256	0
258	0
260	0
262	0
264	0
266	0
268	0
270	0
272	0
274	0
276	0
278	0
280	0.01
282	0.01
284	0.03
286	0.05
288	0.08
290	0.13
292	0.19
294	0.27
296	0.38
298	0.52
300	0.66
302	0.84
304	1.06
306	1.3
308	1.58
310	1.88
312	2.19
314	2.56
316	3.02
318	3.54
320	4.09
322	4.83
324	5.73
326	6.71
328	7.8
330	9.13
332	10.95
334	12.95
336	15.23
338	17.78
340	20.55
342	23.91
344	27.62
346	31.64
348	35.69
350	39.62
352	43.24
354	46.34
356	49.28
358	52.06
360	54.89
362	57.19
364	59.24
366	61.18
368	62.93
370	64.66
372	65.98
374	67.26
376	68.51
378	69.98
380	71.56
382	72.96
384	74.09
386	75.31
388	76.5
390	77.81
392	79.12
394	80.55
396	81.7
398	82.67
400	83.65
402	84.46
404	85.09
406	85.7
408	86.3
410	86.96
412	87.47
414	88.19
416	88.73
418	89.03
420	89.2
422	89.31
424	89.45
426	89.52
428	89.89
430	90.14
432	90.24
434	90.05
436	89.83
438	89.53
440	89.13
442	88.98
444	89.02
446	89.22
448	89.13
450	88.87
452	88.57
454	88.31
456	88.12
458	87.87
460	87.55
462	87.26
464	86.97
466	86.81
468	86.54
470	86.35
472	86.05
474	85.64
476	85.28
478	84.9
480	84.8
482	84.43
484	84.3
486	83.98
488	83.66
490	83.3
492	83.04
494	82.87
496	82.65
498	82.49
500	82.16
502	81.9
504	81.55
506	81.52
508	81.39
510	81.35
512	81.2
514	81.04
516	81.08
518	81.17
520	81.24
522	81.21
524	80.99
526	80.87
528	80.68
530	80.46
532	80.27
534	79.98
536	80.02
538	79.95
540	80.1
542	80.02
544	79.95
546	79.99
548	80.12
550	80.17
552	80.1
554	80.14
556	80.19
558	80.14
560	80.04
562	80.2
564	80.31
566	80.41
568	80.44
570	80.63
572	80.67
574	80.8
576	80.76
578	80.79
580	80.84
582	80.87
584	81.05
586	81.12
588	81.23
590	81.14
592	81.3
594	81.4
596	81.48
598	81.43
600	81.76
602	82.1
604	82.36
606	82.41
608	82.62
610	82.69
612	82.64
614	82.69
616	82.86
618	83.2
620	83.25
622	83.47
624	83.61
626	83.55
628	83.62
630	83.6
632	83.85
634	84.1
636	84.38
638	84.42
640	84.26
642	84.12
644	84.32
646	84.67
648	84.98
650	85.21
652	85.44
654	85.39
656	85.22
658	84.59
660	84.89
662	85.43
664	86.11
666	86.12
668	86.11
670	86.32
672	86.38
674	86.62
676	86.49
678	86.78
680	86.81
682	86.98
684	86.87
686	87.06
688	87.21
690	87.24
692	87.14
694	87.3
696	87.59
698	87.74
700	87.72
702	87.99
704	88.4
706	88.38
708	88.52
710	88.59
712	88.66
714	88.64
716	88.84
718	89.24
720	89.41
722	89.17
724	89.55
726	89.45
728	89.59
730	89.58
732	89.79
734	89.66
736	89.29
738	89.14
740	89.12
742	89.04
744	89.13
746	89.07
748	89.22
750	89.16
752	89.26
754	89.37
756	89.48
758	89.67
760	89.53
762	89.5
764	89.58
766	89.47
768	89.36
770	89.43
772	89.29
774	89.3
776	89.19
778	89.3
780	89.39
782	89.26
784	89.29
786	89.37
788	89.31
790	89.42
792	89.38
794	89.32
796	89.09
798	89.13
800	89.17
802	89.21
804	89.2
806	89.14
808	88.97
810	88.89
812	88.83
814	88.89
816	88.72
818	88.7
820	88.64
822	88.55
824	88.52
826	88.57
828	88.54
830	88.53
832	88.48
834	88.45
836	88.35
838	88.32
840	88.28
842	88.22
844	88.14
846	88.04
848	88.04
850	88.03
852	87.95
854	87.97
856	87.89
858	87.82
860	87.79
862	87.78
864	87.75
866	87.72
868	87.66
870	87.68
872	87.56
874	87.52
876	87.44
878	87.4
880	87.3
882	87.28
884	87.18
886	87.12
888	87.03
890	86.98
892	86.92
894	86.89
896	86.79
898	86.75
900	86.65
902	86.61
904	86.54
906	86.48
908	86.44
910	86.39
912	86.33
914	86.3
916	86.23
918	86.23
920	86.13
922	86.1
924	86.05
926	86
928	85.94
930	85.91
932	85.86
934	85.83
936	85.76
938	85.74
940	85.69
942	85.63
944	85.6
946	85.56
948	85.51
950	85.46
952	85.41
954	85.36
956	85.33
958	85.3
960	85.25
962	85.19
964	85.15
966	85.1
968	85.06
970	85.02
972	84.98
974	84.92
976	84.89
978	84.85
980	84.82
982	84.76
984	84.72
986	84.66
988	84.62
990	84.57
992	84.55
994	84.5
996	84.46
998	84.42
1000	84.39
1002	84.34
1004	84.32
1006	84.27
1008	84.23
1010	84.17
1012	84.14
1014	84.09
1016	84.06
1018	84.03
1020	84
1022	83.96
1024	83.92
1026	83.87
1028	83.85
1030	83.8
1032	83.78
1034	83.72
1036	83.68
1038	83.65
1040	83.63
1042	83.61
1044	83.58
1046	83.54
1048	83.51
1050	83.47
1052	83.46
1054	83.41
1056	83.37
1058	83.34
1060	83.31
1062	83.28
1064	83.27
1066	83.25
1068	83.22
1070	83.18
1072	83.16
1074	83.13
1076	83.1
1078	83.06
1080	83.04
1082	83
1084	82.97
1086	82.94
1088	82.91
1090	82.88
1092	82.86
1094	82.84
1096	82.8
1098	82.78
1100	82.76
1102	82.73
1104	82.72
1106	82.69
1108	82.67
1110	82.66
1112	82.62
1114	82.6
1116	82.56
1118	82.53
1120	82.51
1122	82.48
1124	82.47
1126	82.46
1128	82.43
1130	82.41
1132	82.4
1134	82.39
1136	82.36
1138	82.34
1140	82.32
1142	82.28
1144	82.24
1146	82.23
1148	82.2
1150	82.19
1152	82.16
1154	82.15
1156	82.12
1158	82.11
1160	82.09
1162	82.07
1164	82.04
1166	82.04
1168	82.01
1170	81.99
1172	81.96
1174	81.94
1176	81.92
1178	81.91
1180	81.89
1182	81.88
1184	81.85
1186	81.83
1188	81.81
1190	81.81
1192	81.78
1194	81.78
1196	81.75
1198	81.73
1200	81.71
1202	81.7
1204	81.67
1206	81.66
1208	81.64
1210	81.63
1212	81.61
1214	81.6
1216	81.6
1218	81.58
1220	81.56
1222	81.55
1224	81.54
1226	81.52
1228	81.5
1230	81.47
1232	81.46
1234	81.43
1236	81.41
1238	81.39
1240	81.37
1242	81.35
1244	81.34
1246	81.31
1248	81.31
1250	81.28
1252	81.26
1254	81.25
1256	81.22
1258	81.21
1260	81.2
1262	81.18
1264	81.17
1266	81.14
1268	81.13
1270	81.12
1272	81.09
1274	81.08
1276	81.07
1278	81.04
1280	81.03
1282	81.01
1284	81
1286	80.98
1288	80.97
1290	80.95
1292	80.93
1294	80.92
1296	80.9
1298	80.88
1300	80.87
1302	80.86
1304	80.84
1306	80.83
1308	80.82
1310	80.81
1312	80.8
1314	80.78
1316	80.77
1318	80.75
1320	80.72
1322	80.7
1324	80.69
1326	80.66
1328	80.64
1330	80.61
1332	80.59
1334	80.56
1336	80.54
1338	80.5
1340	80.47
1342	80.45
1344	80.44
1346	80.42
1348	80.39
1350	80.36
1352	80.35
1354	80.31
1356	80.3
1358	80.28
1360	80.26
1362	80.22
1364	80.18
1366	80.16
1368	80.15
1370	80.1
1372	80.09
1374	80.06
1376	80.05
1378	80.01
1380	79.98
1382	79.95
1384	79.93
1386	79.88
1388	79.87
1390	79.82
1392	79.78
1394	79.73
1396	79.7
1398	79.64
1400	79.6
1402	79.54
1404	79.52
1406	79.48
1408	79.44
1410	79.41
1412	79.37
1414	79.33
1416	79.32
1418	79.29
1420	79.28
1422	79.23
1424	79.2
1426	79.16
1428	79.14
1430	79.11
1432	79.1
1434	79.07
1436	79.05
1438	79.02
1440	79.01
1442	78.98
1444	78.98
1446	78.95
1448	78.92
1450	78.89
1452	78.86
1454	78.83
1456	78.81
1458	78.78
1460	78.75
1462	78.7
1464	78.67
1466	78.65
1468	78.62
1470	78.58
1472	78.55
1474	78.5
1476	78.47
1478	78.44
1480	78.42
1482	78.37
1484	78.35
1486	78.31
1488	78.28
1490	78.23
1492	78.2
1494	78.15
1496	78.11
1498	78.06
1500	78.04
1502	77.97
1504	77.94
1506	77.88
1508	77.84
1510	77.79
1512	77.74
1514	77.7
1516	77.66
1518	77.6
1520	77.57
1522	77.51
1524	77.48
1526	77.43
1528	77.39
1530	77.35
1532	77.3
1534	77.24
1536	77.2
1538	77.13
1540	77.1
1542	77.04
1544	77
1546	76.95
1548	76.9
1550	76.83
1552	76.79
1554	76.72
1556	76.67
1558	76.59
1560	76.54
1562	76.48
1564	76.42
1566	76.36
1568	76.31
1570	76.24
1572	76.19
1574	76.13
1576	76.07
1578	76
1580	75.95
1582	75.87
1584	75.82
